instrument,timestamp,open,high,low,close,volume,sma_close_3,row_role,forward_return_1d
BTC-USD,2025-07-08T00:00:00Z,108271.49,109255.99,107438.33,108958.04,3785.3907416,108815.28666666665,EVALUATION,0.02133674577846678
BTC-USD,2025-07-09T00:00:00Z,108953.58,112152.91,108329.87,111282.85,7683.83239574,109503.57666666666,EVALUATION,0.042670096964626536
BTC-USD,2025-07-10T00:00:00Z,111282.84,116842.0,110541.87,116031.3,12920.20742934,112090.73,EVALUATION,0.013365876276487443
BTC-USD,2025-07-11T00:00:00Z,116031.29,118909.74,115211.74,117582.16,10116.886206,114965.43666666668,EVALUATION,-0.0009313487692351741
BTC-USD,2025-07-12T00:00:00Z,117582.16,118244.51,116940.82,117472.65,2397.72381256,117028.70333333334,EVALUATION,0.014115285557957602
BTC-USD,2025-07-13T00:00:00Z,117472.65,119500.0,117238.69,119130.81,3461.0430314,118061.87333333332,EVALUATION,0.0061520609152243555
BTC-USD,2025-07-14T00:00:00Z,119130.81,123231.07,118949.18,119863.71,13536.79954839,118822.38999999998,EVALUATION,-0.017370311664806737
BTC-USD,2025-07-15T00:00:00Z,119863.71,119973.3,115697.37,117781.64,23726.31356081,118925.38666666666,EVALUATION,0.007641598469846356
BTC-USD,2025-07-16T00:00:00Z,117781.63,120134.8,117033.23,118681.68,9250.98642597,118775.67666666667,EVALUATION,0.004988217221057356
BTC-USD,2025-07-17T00:00:00Z,118681.67,120998.76,117469.0,119273.69,8360.35130892,118579.00333333333,EVALUATION,-0.010485464145529533
BTC-USD,2025-07-18T00:00:00Z,119273.7,120918.68,116892.42,118023.05,8735.40386401,118659.47333333333,EVALUATION,-0.0009225316580109277
BTC-USD,2025-07-19T00:00:00Z,118023.06,118564.59,117337.59,117914.17,1700.0997198,118403.63666666667,EVALUATION,-0.005100913656094108
BTC-USD,2025-07-20T00:00:00Z,117914.17,118921.76,116525.0,117312.7,2504.59032125,117749.97333333333,EVALUATION,0.0009895774285306747
BTC-USD,2025-07-21T00:00:00Z,117315.68,119745.93,116565.01,117428.79,5450.55450292,117551.88666666666,EVALUATION,0.022120895565729715
BTC-USD,2025-07-22T00:00:00Z,117428.79,120300.0,116185.0,120026.42,7564.58852928,118255.97,EVALUATION,-0.010130936172219385
BTC-USD,2025-07-23T00:00:00Z,120034.21,120180.93,117342.21,118810.44,5526.13819924,118755.21666666667,EVALUATION,-0.003479492206240553
BTC-USD,2025-07-24T00:00:00Z,118810.44,119557.7,117190.0,118397.04,7137.01277011,119077.96666666667,EVALUATION,-0.006450921408170274
BTC-USD,2025-07-25T00:00:00Z,118400.0,118518.2,114750.0,117633.27,24633.33644271,118280.25,EVALUATION,0.0028593951354067837
BTC-USD,2025-07-26T00:00:00Z,117633.27,118371.35,117095.73,117969.63,6974.42930567,117999.98000000001,EVALUATION,0.01268029746299959
BTC-USD,2025-07-27T00:00:00Z,117981.73,119800.0,117849.99,119465.52,4999.42180703,118356.14000000001,EVALUATION,-0.011676423456743024
BTC-USD,2025-07-28T00:00:00Z,119465.52,119839.0,117380.6,118070.59,7647.38438521,118501.91333333333,EVALUATION,-0.0011620167223691524
BTC-USD,2025-07-29T00:00:00Z,118074.43,119284.78,116900.0,117933.39,6070.86335715,118489.83333333334,EVALUATION,-0.0008754094154336256
BTC-USD,2025-07-30T00:00:00Z,117933.39,118809.43,115728.49,117830.15,4647.7410138,117944.70999999999,EVALUATION,-0.017559342833731395
BTC-USD,2025-07-31T00:00:00Z,117830.15,118920.0,115500.0,115761.13,4647.6521388,117174.89,EVALUATION,-0.021703312674988595
BTC-USD,2025-08-01T00:00:00Z,115756.12,116065.12,112659.0,113248.73,9196.58441635,115613.33666666667,EVALUATION,-0.006233977193386586
BTC-USD,2025-08-02T00:00:00Z,113248.83,114023.58,112000.0,112542.74,2946.5811158,113850.86666666667,EVALUATION,0.014865374701202416
BTC-USD,2025-08-03T00:00:00Z,112542.75,114794.99,111903.68,114215.73,2212.37278435,113335.73333333334,EVALUATION,0.007320532819778958
BTC-USD,2025-08-04T00:00:00Z,114215.7,115756.06,114118.18,115051.85,4655.53866243,113936.77333333333,EVALUATION,-0.008160668429060491
BTC-USD,2025-08-05T00:00:00Z,115056.14,115112.75,112622.14,114112.95,4943.38930608,114460.17666666667,EVALUATION,0.008026082929238232
BTC-USD,2025-08-06T00:00:00Z,114112.95,115749.99,113347.87,115028.83,4481.39474697,114731.21,EVALUATION,0.021617710968632853
BTC-USD,2025-08-07T00:00:00Z,115028.83,117687.0,114268.6,117515.49,5804.23960803,115552.42333333334,EVALUATION,-0.007077364864836233
BTC-USD,2025-08-08T00:00:00Z,117515.69,117687.0,115800.0,116683.79,4870.3042426,116409.37,EVALUATION,-0.001639302254409114
BTC-USD,2025-08-09T00:00:00Z,116683.79,117937.89,116343.34,116492.51,2586.17129292,116897.26333333334,EVALUATION,0.02418061041005992
BTC-USD,2025-08-10T00:00:00Z,116492.5,119324.08,116480.0,119309.37,2850.61404026,117495.22333333333,EVALUATION,-0.005092056055614025
BTC-USD,2025-08-11T00:00:00Z,119309.37,122319.14,118050.0,118701.84,7220.80819945,118167.90666666666,EVALUATION,0.011889790419423951
BTC-USD,2025-08-12T00:00:00Z,118701.83,120327.0,118190.81,120113.18,4615.45835079,119374.79666666666,EVALUATION,0.027078210734242658
BTC-USD,2025-08-13T00:00:00Z,120109.04,123740.24,118931.34,123365.63,8512.8860955,120726.88333333333,EVALUATION,-0.04033408656852
BTC-USD,2025-08-14T00:00:00Z,123365.63,124533.0,117208.97,118389.79,10154.04939662,120622.86666666667,EVALUATION,-0.008048244700830987
BTC-USD,2025-08-15T00:00:00Z,118389.79,119339.57,116859.32,117436.96,4990.799358,119730.79333333333,EVALUATION,0.00015940467123787272
BTC-USD,2025-08-16T00:00:00Z,117436.95,118028.68,117222.01,117455.68,1781.69438526,117760.81,EVALUATION,0.00028027593046164867
BTC-USD,2025-08-17T00:00:00Z,117455.69,118641.6,117249.49,117488.6,2021.61751952,117460.41333333333,EVALUATION,-0.010229418003108504
BTC-USD,2025-08-18T00:00:00Z,117488.59,117633.8,114703.26,116286.76,6762.85366719,117077.01333333334,EVALUATION,-0.029500950925109515
BTC-USD,2025-08-19T00:00:00Z,116286.75,116792.87,112696.56,112856.19,7918.58452813,115543.85,EVALUATION,0.01258070115604637
BTC-USD,2025-08-20T00:00:00Z,112853.66,114627.37,112344.11,114276.0,5764.27605073,114472.98333333334,EVALUATION,-0.0157137106654065
BTC-USD,2025-08-21T00:00:00Z,114276.0,114812.0,111964.0,112480.3,6033.74435365,113204.16333333333,EVALUATION,0.03937027194984366
BTC-USD,2025-08-22T00:00:00Z,112480.29,117416.73,111649.75,116908.68,8547.72089091,114554.99333333333,EVALUATION,-0.01304274413157347
BTC-USD,2025-08-23T00:00:00Z,116911.9,116999.03,114505.0,115383.87,2245.41925268,114924.28333333333,EVALUATION,-0.01651764670399769
BTC-USD,2025-08-24T00:00:00Z,115383.87,115616.53,110635.0,113478.0,4602.76322486,115256.85,EVALUATION,-0.029523431854632576
BTC-USD,2025-08-25T00:00:00Z,113478.0,113645.32,109275.74,110127.74,8509.20658676,112996.53666666667,EVALUATION,0.015075856455421643
BTC-USD,2025-08-26T00:00:00Z,110127.74,112399.99,108670.0,111788.01,7735.56524843,111797.91666666666,EVALUATION,-0.004784055105730878
BTC-USD,2025-08-27T00:00:00Z,111788.04,112683.39,110351.11,111253.21,5151.42127925,111056.32,EVALUATION,0.011879567340124408
BTC-USD,2025-08-28T00:00:00Z,111253.22,113480.0,110858.78,112574.85,4637.29182209,111872.02333333335,EVALUATION,-0.037277686801270415
BTC-USD,2025-08-29T00:00:00Z,112574.84,112642.53,107469.13,108378.32,7806.0938333,110735.46,EVALUATION,0.004148523431623419
BTC-USD,2025-08-30T00:00:00Z,108378.32,108928.79,107369.69,108827.93,2828.67461609,109927.03333333333,EVALUATION,-0.005329330439345803
BTC-USD,2025-08-31T00:00:00Z,108827.92,109489.79,108060.79,108247.95,2702.50957636,108484.73333333334,EVALUATION,0.009169688663849929
BTC-USD,2025-09-01T00:00:00Z,108247.95,109907.51,107250.0,109240.55,5396.96365977,108772.14333333334,EVALUATION,0.018375868667816153
BTC-USD,2025-09-02T00:00:00Z,109240.55,111801.86,108400.0,111247.94,7398.40595759,109578.81333333334,EVALUATION,0.0045706014870927625
BTC-USD,2025-09-03T00:00:00Z,111247.94,112600.0,110533.77,111756.41,5205.45031255,110748.3,EVALUATION,-0.009266761521777633
BTC-USD,2025-09-04T00:00:00Z,111756.4,112235.6,109321.0,110720.79,5253.71408228,111241.71333333333,EVALUATION,-0.000458540803402796
BTC-USD,2025-09-05T00:00:00Z,110714.48,113390.0,110202.36,110670.02,7218.59124481,111049.07333333333,EVALUATION,-0.0041331880124355624
BTC-USD,2025-09-06T00:00:00Z,110670.02,111317.65,109993.0,110212.6,1621.65017738,110534.47,EVALUATION,0.008320373532608727
BTC-USD,2025-09-07T00:00:00Z,110214.21,111600.0,110200.01,111129.61,1646.11764246,110670.74333333333,EVALUATION,0.008485227294507736
BTC-USD,2025-09-08T00:00:00Z,111120.38,112940.84,110600.0,112072.57,5158.43294831,111138.26000000001,EVALUATION,-0.004668849835423594
BTC-USD,2025-09-09T00:00:00Z,112072.57,113292.96,110765.72,111549.32,5158.45733241,111583.83333333334,EVALUATION,0.021825771775211056
BTC-USD,2025-09-10T00:00:00Z,111546.61,114362.1,110919.55,113983.97,7249.99346721,112535.28666666668,EVALUATION,0.013651305530067104
BTC-USD,2025-09-11T00:00:00Z,113983.98,115554.53,113433.92,115540.0,5575.3607407,113691.09666666668,EVALUATION,0.004898996018694923
BTC-USD,2025-09-12T00:00:00Z,115540.01,116833.25,114774.19,116106.03,6493.57632751,115210.0,EVALUATION,-0.0011858126576198558
BTC-USD,2025-09-13T00:00:00Z,116106.03,116378.04,115177.53,115968.35,2173.49651785,115871.46,EVALUATION,-0.00564136680395988
BTC-USD,2025-09-14T00:00:00Z,115968.33,116226.61,115166.0,115314.13,1967.88683794,115796.17000000001,EVALUATION,0.0005805879990596896
BTC-USD,2025-09-15T00:00:00Z,115314.12,116802.0,114395.84,115381.08,6142.67859527,115554.52,EVALUATION,0.01257987878081912
BTC-USD,2025-09-16T00:00:00Z,115381.07,117000.0,114750.0,116832.56,6012.58313417,115842.59,EVALUATION,-0.0029799911942356427
BTC-USD,2025-09-17T00:00:00Z,116832.56,117327.24,114724.57,116484.4,7151.30033814,116232.68,EVALUATION,0.005439269121015444
BTC-USD,2025-09-18T00:00:00Z,116484.4,117998.17,116125.08,117117.99,7140.41942024,116811.65,EVALUATION,-0.01218805069998219
BTC-USD,2025-09-19T00:00:00Z,117117.99,117516.36,115132.71,115690.55,5874.11552075,116430.98000000001,EVALUATION,0.0005346158350876262
BTC-USD,2025-09-20T00:00:00Z,115690.55,116194.63,115463.22,115752.4,2830.8502542,116186.98000000001,EVALUATION,-0.004061514059319649
BTC-USD,2025-09-21T00:00:00Z,115752.9,115900.02,115237.16,115282.27,2071.01892785,115575.07333333333,EVALUATION,-0.022082146716923656
BTC-USD,2025-09-22T00:00:00Z,115282.26,115441.37,111761.22,112736.59,8494.39097785,114590.42,EVALUATION,-0.00638106935822691
BTC-USD,2025-09-23T00:00:00Z,112736.59,113357.0,111502.08,112017.21,4512.04618772,113345.35666666666,EVALUATION,0.011881745671044497
BTC-USD,2025-09-24T00:00:00Z,112017.21,113999.98,111066.07,113348.17,4932.88303511,112700.65666666668,EVALUATION,-0.03804604873638451
BTC-USD,2025-09-25T00:00:00Z,113348.16,113561.35,108623.7,109035.72,9197.26639402,111467.03333333333,EVALUATION,0.00606746119528534
BTC-USD,2025-09-26T00:00:00Z,109036.0,110369.99,108645.02,109697.29,6826.16968974,110693.72666666665,EVALUATION,-0.0001470410071204853
BTC-USD,2025-09-27T00:00:00Z,109697.29,109815.08,109116.0,109681.16,1950.48703402,109471.38999999998,EVALUATION,0.02294386747915489
BTC-USD,2025-09-28T00:00:00Z,109681.15,112385.84,109230.98,112197.67,2397.09714427,110525.37333333332,EVALUATION,0.019317691713205853
BTC-USD,2025-09-29T00:00:00Z,112197.66,114490.0,111582.65,114365.07,5553.41779958,112081.3,EVALUATION,-0.00260009459181898
BTC-USD,2025-09-30T00:00:00Z,114361.66,114850.0,112695.85,114067.71,5044.09158186,113543.48333333334,EVALUATION,0.0402590706870507
BTC-USD,2025-10-01T00:00:00Z,114067.71,118718.8,113975.5,118659.97,9687.1228881,115697.58333333334,EVALUATION,0.01652916312046937
BTC-USD,2025-10-02T00:00:00Z,118662.72,121111.0,118336.01,120621.32,8816.90252269,117783.0,EVALUATION,0.014069486223496686
BTC-USD,2025-10-03T00:00:00Z,120621.33,123996.81,119327.83,122318.4,11835.08733617,120533.23,EVALUATION,0.001145861947180471
BTC-USD,2025-10-04T00:00:00Z,122318.39,122896.0,121572.64,122458.56,2705.28818527,121799.42666666667,EVALUATION,0.008674199663951665
BTC-USD,2025-10-05T00:00:00Z,122458.55,125750.0,122195.28,123520.79,5820.77013157,122765.91666666666,EVALUATION,0.009709296710294746
BTC-USD,2025-10-06T00:00:00Z,123520.8,126296.0,123115.77,124720.09,9135.3086452,123566.48,EVALUATION,-0.026668838997790933
BTC-USD,2025-10-07T00:00:00Z,124723.57,125226.34,120636.0,121393.95,8699.84065383,123211.61,EVALUATION,0.016057637139247793
BTC-USD,2025-10-08T00:00:00Z,121393.96,124254.31,121090.06,123343.25,6727.94848453,123152.43,EVALUATION,-0.013204938251586529
BTC-USD,2025-10-09T00:00:00Z,123343.24,123822.08,119713.65,121714.51,6980.15210285,122150.57,EVALUATION,-0.07175997340004903
BTC-USD,2025-10-10T00:00:00Z,121714.51,122600.0,107000.0,112980.28,22432.34375511,119346.01333333334,EVALUATION,-0.019573238798841652
BTC-USD,2025-10-11T00:00:00Z,112976.01,113439.99,109683.96,110768.89,10041.88198008,115154.56,EVALUATION,0.038811348565468196
BTC-USD,2025-10-12T00:00:00Z,110768.9,115847.0,109687.46,115067.98,9699.03564495,112939.04999999999,EVALUATION,0.0017906806046303902
BTC-USD,2025-10-13T00:00:00Z,115067.96,116077.51,113700.27,115274.03,8147.76104518,113703.63333333333,EVALUATION,-0.019137267951853554
BTC-USD,2025-10-14T00:00:00Z,115274.03,115514.91,109945.86,113068.0,11955.35437582,114470.00333333333,EVALUATION,-0.020022287473025147
BTC-USD,2025-10-15T00:00:00Z,113072.18,113671.99,110185.87,110804.12,7440.03782479,113048.71666666667,EVALUATION,-0.023520064055379875
BTC-USD,2025-10-16T00:00:00Z,110804.11,112021.07,107464.53,108198.0,14792.78754529,110690.04000000001,EVALUATION,-0.016032643856633166
BTC-USD,2025-10-17T00:00:00Z,108197.99,109269.97,103516.75,106463.3,13824.34463474,108488.47333333333,EVALUATION,0.007003446258006196
BTC-USD,2025-10-18T00:00:00Z,106462.09,107535.68,106357.69,107208.91,3552.60959467,107290.07,EVALUATION,0.013691679171068838
BTC-USD,2025-10-19T00:00:00Z,107208.91,109499.0,106091.25,108676.78,4841.63812975,107449.66333333333,EVALUATION,0.017402797543320636
BTC-USD,2025-10-20T00:00:00Z,108676.77,111748.6,107449.91,110568.06,6286.43529012,108817.91666666666,EVALUATION,-0.01994961293523634
BTC-USD,2025-10-21T00:00:00Z,110568.05,114082.29,107444.6,108362.27,12890.45189253,109202.37,EVALUATION,-0.007163840329295512
BTC-USD,2025-10-22T00:00:00Z,108357.99,109188.27,106639.0,107585.98,9311.33986567,108838.76999999999,EVALUATION,0.023516539980395157
BTC-USD,2025-10-23T00:00:00Z,107588.02,111342.6,107511.46,110116.03,6881.35851313,108688.09333333332,EVALUATION,0.008410219656484141
BTC-USD,2025-10-24T00:00:00Z,110116.02,112158.39,109725.51,111042.13,5915.09477083,109581.38,EVALUATION,0.005620209194474146
BTC-USD,2025-10-25T00:00:00Z,111042.13,111968.52,110693.01,111666.21,1478.94798996,110941.45666666667,EVALUATION,0.025807986140122363
BTC-USD,2025-10-26T00:00:00Z,111666.22,115542.0,111260.33,114548.09,3808.17193597,112418.81,EVALUATION,-0.004024772477655425
BTC-USD,2025-10-27T00:00:00Z,114561.69,116410.06,113833.12,114087.06,5491.52581938,113433.78666666665,EVALUATION,-0.010345695646815645
BTC-USD,2025-10-28T00:00:00Z,114087.06,116114.13,112203.0,112906.75,5342.86134585,113847.29999999999,EVALUATION,-0.025460125280375112
BTC-USD,2025-10-29T00:00:00Z,112906.75,113690.17,109000.0,110032.13,6110.48087693,112341.98000000001,EVALUATION,-0.01566769633560683
BTC-USD,2025-10-30T00:00:00Z,110031.65,111629.2,106279.33,108308.18,8481.34743643,110415.68666666668,EVALUATION,0.011514273437149614
BTC-USD,2025-10-31T00:00:00Z,108308.02,111066.1,108266.11,109555.27,6858.47522213,109298.52666666667,EVALUATION,0.004536340424335483
BTC-USD,2025-11-01T00:00:00Z,109555.63,110500.0,109342.47,110052.25,1707.44713625,109305.23333333334,EVALUATION,0.004395730209968418
BTC-USD,2025-11-02T00:00:00Z,110052.25,111221.99,108800.0,110536.01,3777.57822519,110047.84333333332,EVALUATION,-0.03598854346199032
BTC-USD,2025-11-03T00:00:00Z,110533.83,110749.0,105271.67,106557.98,8657.30683772,109048.74666666667,EVALUATION,-0.04776582664198403
BTC-USD,2025-11-04T00:00:00Z,106557.98,107269.85,98892.97,101468.15,17052.82209797,106187.38,EVALUATION,0.023661119277329945
BTC-USD,2025-11-05T00:00:00Z,101468.16,104550.0,98950.0,103869.0,10844.84576039,103965.04333333333,EVALUATION,-0.024824538601507684
BTC-USD,2025-11-06T00:00:00Z,103866.67,104191.19,100235.02,101290.5,9488.56911128,102209.21666666667,EVALUATION,0.01968368208272242
BTC-USD,2025-11-07T00:00:00Z,101290.5,104041.99,99170.0,103284.27,9981.70774039,102814.59,EVALUATION,-0.009669429817338093
BTC-USD,2025-11-08T00:00:00Z,103281.79,103350.0,101422.74,102285.57,4365.22006206,102286.78,EVALUATION,0.023555424289076088
BTC-USD,2025-11-09T00:00:00Z,102285.58,105471.04,101372.58,104694.95,5545.42134633,103421.59666666668,EVALUATION,0.012268309025411428
BTC-USD,2025-11-10T00:00:00Z,104694.23,106653.0,104240.76,105979.38,7737.06153627,104319.96666666667,EVALUATION,-0.028024602521735775
BTC-USD,2025-11-11T00:00:00Z,105979.38,107482.0,102422.43,103009.35,6574.79380402,104561.22666666667,EVALUATION,-0.01330306423640193
BTC-USD,2025-11-12T00:00:00Z,103017.21,105316.64,100803.2,101639.01,6053.08600012,103542.58,EVALUATION,-0.019918238085947504
BTC-USD,2025-11-13T00:00:00Z,101636.03,104050.0,97870.0,99614.54,12710.66743459,101420.96666666667,EVALUATION,-0.05130355468187664
BTC-USD,2025-11-14T00:00:00Z,99610.49,99836.1,93951.32,94503.96,19645.40043753,98585.83666666667,EVALUATION,0.011015199786337027
BTC-USD,2025-11-15T00:00:00Z,94501.08,96747.02,94222.2,95544.94,5157.02031554,96554.48000000001,EVALUATION,-0.014244291743759518
BTC-USD,2025-11-16T00:00:00Z,95544.94,96559.61,92943.83,94183.97,7161.13750207,94744.29000000001,EVALUATION,-0.022120218546744175
BTC-USD,2025-11-17T00:00:00Z,94182.03,95950.0,91158.35,92100.6,13319.956338,93943.17,EVALUATION,0.008836641672258283
BTC-USD,2025-11-18T00:00:00Z,92100.6,93775.0,89183.48,92914.46,16182.4672286,93066.34333333334,EVALUATION,-0.015636532785101465
BTC-USD,2025-11-19T00:00:00Z,92914.45,92948.0,88483.12,91461.6,15642.23320328,92158.88666666667,EVALUATION,-0.05384467361165779
BTC-USD,2025-11-20T00:00:00Z,91465.04,93080.91,85980.7,86536.88,18857.80134874,90304.31333333334,EVALUATION,-0.01696386557962337
BTC-USD,2025-11-21T00:00:00Z,86531.87,87395.93,80524.65,85068.88,31211.5604643,87689.12,EVALUATION,-0.004524333692885185
BTC-USD,2025-11-22T00:00:00Z,85068.85,85547.11,83441.91,84684.0,7330.52185107,85429.92,EVALUATION,0.025084785791885222
BTC-USD,2025-11-23T00:00:00Z,84683.99,88100.0,84614.11,86808.28,9786.06365257,85520.38666666667,EVALUATION,0.016794711287909436
BTC-USD,2025-11-24T00:00:00Z,86808.28,89225.6,85213.17,88266.2,14868.61469913,86586.16,EVALUATION,-0.010663085076733858
BTC-USD,2025-11-25T00:00:00Z,88264.0,88486.82,86067.02,87325.01,10484.73675809,87466.49666666667,EVALUATION,0.036001484568968234
BTC-USD,2025-11-26T00:00:00Z,87325.0,90628.53,86266.95,90468.84,11351.8707199,88686.68333333333,EVALUATION,0.009371845598993067
BTC-USD,2025-11-27T00:00:00Z,90468.83,91925.4,90067.81,91316.7,8201.73046924,89703.51666666666,EVALUATION,-0.004533672373180364
BTC-USD,2025-11-28T00:00:00Z,91316.7,93161.86,90220.5,90902.7,9580.37061817,90896.07999999999,EVALUATION,-0.0008210977231699612
BTC-USD,2025-11-29T00:00:00Z,90902.69,91199.99,90200.0,90828.06,3143.58444031,91015.81999999999,EVALUATION,-0.0050485499745343
BTC-USD,2025-11-30T00:00:00Z,90829.68,91980.8,90353.96,90369.51,3513.48557284,90700.09,EVALUATION,-0.045227090420209115
BTC-USD,2025-12-01T00:00:00Z,90364.0,90433.7,83800.0,86282.36,16664.36191777,89159.97666666667,EVALUATION,0.05824701596015691
BTC-USD,2025-12-02T00:00:00Z,86282.35,92342.0,86181.38,91308.05,13162.85699748,89319.97333333333,EVALUATION,0.02350055663219175
BTC-USD,2025-12-03T00:00:00Z,91308.05,94181.41,91024.47,93453.84,9741.98216681,90348.08333333333,EVALUATION,-0.014555849176449032
BTC-USD,2025-12-04T00:00:00Z,93452.02,94087.05,90904.73,92093.54,6198.20707297,92285.14333333333,EVALUATION,-0.029841941139411077
BTC-USD,2025-12-05T00:00:00Z,92093.7,92716.42,88099.05,89345.29,8310.94183595,91630.89,EVALUATION,-0.0008654065592040849
BTC-USD,2025-12-06T00:00:00Z,89345.29,90296.32,88932.0,89267.97,3017.16860213,90235.6,EVALUATION,0.012706909320330695
BTC-USD,2025-12-07T00:00:00Z,89262.8,91779.99,87733.18,90402.29,4070.57697141,89671.85,EVALUATION,0.0027827834892235614
BTC-USD,2025-12-08T00:00:00Z,90402.3,92291.96,89599.0,90653.86,6661.98775031,90108.04000000001,EVALUATION,0.022460599030201145
BTC-USD,2025-12-09T00:00:00Z,90653.86,94640.66,89537.55,92690.0,9862.67083813,91248.71666666667,EVALUATION,-0.007055885208760326
BTC-USD,2025-12-10T00:00:00Z,92690.0,94500.0,91556.64,92035.99,8904.69319331,91793.28333333334,EVALUATION,0.005497957918418672
BTC-USD,2025-12-11T00:00:00Z,92035.85,93594.76,89257.98,92542.0,9119.99377433,92422.66333333333,EVALUATION,-0.024464567439648977
BTC-USD,2025-12-12T00:00:00Z,92539.63,92791.26,89500.0,90278.0,6137.8902612,91618.66333333333,EVALUATION,-0.0002512239969869601
BTC-USD,2025-12-13T00:00:00Z,90278.0,90657.0,89777.79,90255.32,1542.14542217,91025.10666666667,EVALUATION,-0.023086838537606513
BTC-USD,2025-12-14T00:00:00Z,90255.32,90496.16,87565.38,88171.61,3643.36533229,89568.31,EVALUATION,-0.019894272090528964
BTC-USD,2025-12-15T00:00:00Z,88174.37,90064.74,85129.63,86417.5,9868.30482589,88281.47666666667,EVALUATION,0.01662290624005558
BTC-USD,2025-12-16T00:00:00Z,86417.5,88148.0,85250.0,87854.01,7734.132664,87481.04,EVALUATION,-0.01871559419996871
BTC-USD,2025-12-17T00:00:00Z,87854.0,90336.36,85267.69,86209.77,10021.43107061,86827.09333333332,EVALUATION,-0.008696810117925113
BTC-USD,2025-12-18T00:00:00Z,86209.79,89447.75,84400.0,85460.02,9840.74407994,86507.93333333333,EVALUATION,0.03080539882859834
BTC-USD,2025-12-19T00:00:00Z,85460.85,89365.85,85052.78,88092.65,8046.9179144,86587.48,EVALUATION,0.0026262122889935124
BTC-USD,2025-12-20T00:00:00Z,88092.65,88530.6,87780.0,88324.0,1807.74517583,87292.22333333333,EVALUATION,0.0035771704180063146
BTC-USD,2025-12-21T00:00:00Z,88322.01,89046.44,87501.01,88639.95,2361.91088803,88352.2,EVALUATION,-0.0009384030564095758
BTC-USD,2025-12-22T00:00:00Z,88639.87,90541.8,87846.17,88556.77,8901.70507789,88506.90666666666,EVALUATION,-0.012731381237143125
BTC-USD,2025-12-23T00:00:00Z,88555.03,88896.63,86533.86,87429.32,7050.61151888,88208.68000000001,EVALUATION,0.0020554889366632967
BTC-USD,2025-12-24T00:00:00Z,87429.32,88001.2,86350.0,87609.03,5007.9834145,87865.04000000001,EVALUATION,-0.0049920653156416694
BTC-USD,2025-12-25T00:00:00Z,87609.02,88534.4,86899.0,87171.68,2819.32696132,87403.34333333334,EVALUATION,0.0014262659616059992
BTC-USD,2025-12-26T00:00:00Z,87171.46,89496.07,86569.53,87296.01,8673.64195064,87358.90666666666,EVALUATION,0.005864987414659684
BTC-USD,2025-12-27T00:00:00Z,87296.17,87914.62,86944.24,87808.0,1955.01185796,87425.23,EVALUATION,0.0007891080539357276
BTC-USD,2025-12-28T00:00:00Z,87806.75,88000.0,87349.52,87877.29,1859.62245916,87660.43333333332,EVALUATION,-0.008722503845987939
BTC-USD,2025-12-29T00:00:00Z,87877.28,90325.0,86675.0,87110.78,10415.66618294,87598.69,EVALUATION,0.014771076553326656
BTC-USD,2025-12-30T00:00:00Z,87110.77,89343.52,86704.98,88397.5,8725.01685173,87795.19,EVALUATION,-0.010176305891003712
BTC-USD,2025-12-31T00:00:00Z,88397.24,89100.0,87082.64,87497.94,7261.18123917,87668.73999999999,EVALUATION,0.01417633375140026
BTC-USD,2026-01-01T00:00:00Z,87497.95,88798.99,87361.74,88738.34,4001.39765552,88211.26,SUPPORT_FORWARD_RETURN,
